timestamp, name, driver_version, memory.total [MiB], memory.used [MiB], utilization.gpu [%], temperature.gpu, power.draw [W]
2026/06/11 21:23:26.008, NVIDIA GeForce RTX 3090, 535.261.03, 24576 MiB, 18264 MiB, 6 %, 47, 114.69 W
